course_number|course_subject|course_name|course_desc|course_link
418|PTNG|Between the Wall and the Viewer|Prerequisite: Any 300-level Studio Art course. An installation studio course taught by faculty in the Painting and Drawing area that encourages students to create work in the context of an expanded field. It includes experimental pictorial, spatial, performative, and conceptual responses to site considerations using collage/assemblage, shaped canvases, text/image, objects, paint, and unconventional materials.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
312|PTNG|Body Representation and Information I|Prerequisite: Any 300-level PTNG course. This advanced-level studio course addresses contemporary art issues and their representation in painting, exploring body information in relation to questions of power, race, gender, and sexuality.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
412|PTNG|Body,Representation and Information II|Prerequisite: Any 300-level PTNG course. This advanced-level studio course addresses contemporary art issues and their representation in painting, exploring body information in relation to questions of power, race, gender, and sexuality.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
440|PTNG|Collage|Prerequisite: Written permission of the Department. An exploration of collage as a means of expression evolving from the historical and artistic traditions of painting and drawing.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
470|PTNG|Independent Study|Prerequisite: 48 credits completed in degree program; a 400-level PTNG course previously or concurrently; and written permission of the Department. This course provides a limited number of students the opportunity to pursue advanced studies in painting under the supervision of a full-time painting faculty member. A clearly defined written agreement between the student and the instructor involved is required before the independent study is undertaken. This agreement should clearly state the nature of the student’s research, and the scope of the project and schedule of work should be equivalent to the workload of a six-credit course. A minimum cumulative GPA of 3.5 is required before requesting permission.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
471|PTNG|Independent Study I|Prerequisite: 48 credits completed in degree program; a 400-level PTNG course previously or concurrently; and written permission of the Department. This course provides a limited number of students the opportunity to pursue advanced studies in painting under the supervision of a full-time painting faculty member. A clearly defined written agreement between the student and the instructor involved is required before the independent study is undertaken. This agreement should clearly state the nature of the student’s research, and the scope of the project and schedule of work should be equivalent to the workload of a six-credit course. A minimum cumulative GPA of 3.5 is required before requesting permission.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
472|PTNG|Independent Study II|Prerequisite: 48 credits completed in degree program; a 400-level PTNG course previously or concurrently; and written permission of the Department. This course provides a limited number of students the opportunity to pursue advanced studies in painting under the supervision of a full-time painting faculty member. A clearly defined written agreement between the student and the instructor involved is required before the independent study is undertaken. This agreement should clearly state the nature of the student’s research, and the scope of the project and schedule of work should be equivalent to the workload of a six-credit course. A minimum cumulative GPA of 3.5 is required before requesting permission.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
314|PTNG|Life in the Round: Painting the Figure from Observation I|Prerequisite: PTNG 200. This studio course focuses on the experience of seeing and depicting the living human body in all its complexity and presence.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
414|PTNG|Life in the Round: Painting the Figure from Observation II|Prerequisite: Any 300-level PTNG course. This advanced-level studio course focuses on the experience of seeing and depicting the living human body in all its complexity and presence.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
460|PTNG|Materials and Methods of the Artist|Prerequisite: DRAW 300; PTNG 300 or written permission of the Department. Through a series of special projects in drawing and painting, this course familiarizes the student with historical materials and techniques, and with other aspects of the artist’s concerns.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
310|PTNG|Painting and Popular Culture I|Prerequisite: PTNG 200. A studio course designed to focus on the relationship between painting and popular culture. The course explores the impact of photography, cinema, advertising, television, comic books, pulp fiction, popular music, and digital media on the conventions of painting.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
410|PTNG|Painting and Popular Culture II|Prerequisite: Any 300-level PTNG course. An advanced-level studio course designed to focus on the relationship between painting and popular culture. This course explores the impact of photography, cinema, advertising, television, comic books, pulp fiction, popular music, and digital media on the conventions of painting.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
200|PTNG|Painting I|Prerequisite: See N.B. number (1). A studio course which provides a technical and conceptual introduction to painting focusing on the distinctive nature of the medium. Basic painting materials and processes are explored through exercises in figuration, abstraction, colour, composition, and the construction of pictorial space.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
300|PTNG|Painting II|Prerequisite: See N.B. number (1). A studio course which provides a technical and conceptual introduction to painting focusing on the distinctive nature of the medium. Basic painting materials and processes are explored through exercises in figuration, abstraction, colour, composition, and the construction of pictorial space.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
400|PTNG|Painting III|Prerequisite: Any 300-level PTNG course. An advanced painting class in which students develop a series of independent projects that allow them to create a coherent body of work in painting and to situate it within contemporary practice. Independent studio production may be supplemented by readings, lectures, seminars, museum/gallery visits, and visiting artists.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
450|PTNG|Painting IV|Prerequisite: Any 300-level PTNG course. An advanced painting class in which students develop a series of independent projects that allow them to create a coherent body of work in painting and to situate it within contemporary practice. Independent studio production may be supplemented by readings, lectures, seminars, museum/gallery visits, and visiting artists.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
420|PTNG|Seminar/Workshop in Painting|Prerequisite: PTNG 320 or written permission of the Department. An advanced studio in painting having its principal emphasis in studio practice, but developing further the theoretical concepts introduced in PTNG 320.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
499|PTNG|Special Topics in Painting|A course for advanced students which provides an opportunity for the study of more specialized areas in painting. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
399|PTNG|Special Topics in Painting|A course for advanced students which provides an opportunity for the study of more specialized areas in painting. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
299|PTNG|Special Topics in Painting|A course for advanced students which provides an opportunity for the study of more specialized areas in painting. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
498|PTNG|Special Topics in Painting|A course for advanced students which provides an opportunity for the study of more specialized areas in painting. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
398|PTNG|Special Topics in Painting|A course for advanced students which provides an opportunity for the study of more specialized areas in painting. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
298|PTNG|Special Topics in Painting|A course for advanced students which provides an opportunity for the study of more specialized areas in painting. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
320|PTNG|Studio/Seminar in Painting and Drawing|Prerequisite: DRAW 200; PTNG 200; or written permission of the Department. A combination studio/seminar in which advanced ideas in painting and drawing are addressed. Special topics of approximately one month duration are presented by guest artists from within and outside the Faculty.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
430|PTNG|Women and Painting|Prerequisite: PTNG 200 or written permission of the Department. A studio/seminar course in which students are encouraged to explore their world in painting and consider their practice from the point of view of women’s experience, individually and collectively.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#paint
210|RELI|Religion in Practice|This course focuses on the day-to-day practice of religious traditions. Included are the expression of religious experiences through art, music, and scripture; transmission of these religious expressions through ritual, worship and mystical/ecstatic practices; and the construction and maintenance of different types of religious authority and communal identities|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
367|RELI|Ritual,Ceremony and Celebration|Ritual is one of the essential components of religious practice. This course explores the place and function of ritual in a variety of religious traditions, both historical and contemporary. It looks at theoretical understandings of religious ritual, and examines such rituals as sacrifice, rites of passage, worship and ascetic and meditative practices in their theological, social, and cultural contexts.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
404|RELI|Advanced Ancient Judaism|Prerequisite: Permission of the Department. This course introduces, at an advanced level, major topics and scholarly debates in the study of Jewish history and culture in classical and late antiquity, from the Hellenistic period until the Babylonian Talmud (second century BCE to seventh century CE). Special attention is given to the study of ancient textual, epigraphical, and archaeological evidence, together with its contemporary interpretation.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
498|RELI|Advanced Topics in Religion|No Description|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
402|RELI|Ancient Jewish Biblical Interpretation|Prerequisite: Permission of the Department. This course introduces the major methods, genres, and authors of ancient biblical interpretation together with important recent theoretical approaches to this material. Ancient works considered include later biblical books, rabbinic midrash, and the works of early Jewish and Christian authors, such as Jubilees, the Gospels, and the writings of Philo and Josephus. The course reveals the ways in which this central text was made ever new and relevant and the ways in which it serves as a mirror of the religious diversity of classical to late antiquity.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
326|RELI|Ancient Judaism|This course is a survey of Jewish religion, culture, and literature in its formative period, from the fifth century Before the Common Era to the 10th century of the Common Era. The focus is on key moments, movements, and cultural motifs that demonstrate the ways in which Jewish groups were both part of their larger cultural world and distinctive; both divided into a variety of groups, but also unite|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
390|RELI|Angels and Demons in Judaism|This course explores the Jewish version of the supernatural world. Students are introduced to the varieties of Jewish belief and experience that have existed from ancient times to today; the ways of thinking about Jewish and human experience that have shifted and evolved over time; and the different reasons why authors may choose to engage with the supernatural world.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
358|RELI|Anthropology of Religion|This course introduces students to debates and themes that have coloured the anthropology of religion over the last century. After covering classic anthropological texts, it focuses on contemporary issues including self-reflexivity, power/agency, materiality and consumption, post-colonization, post-modernity/secularity and communitas.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
419|RELI|Approaches to the Quran|Prerequisite: Permission of the Department. The course examines selected issues and themes through various works of exegesis or tafsir, ranging from the formative texts to interpretations produced in modern times. Development of the exegetical tradition and the nature of various approaches are also considered. Language proficiency is not required, although original texts are available to those able to read them.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
302|RELI|Biblical Studies II: Christian Origins|A critical survey of Christian origins, this course focuses on New Testament literature and considers historical setting, history of text, religious and cultural significance. Attention is paid to extra-canonical literature and other relevant sources.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
332|RELI|Canadian Jewish Literature|This course explores the Jewish voice in Canadian literature which can be seen to be the first opening toward a multicultural tradition in this country. Writers such as A.M. Klein, Mordecai Richler, Henry Kreisel, and Leonard Cohen created an English-language tradition of Jewish writing that is varied, provocative, and lively. Students look at novels, short stories, some poetry, memoir, and criticism. Students also consider non-Jewish authors, such as Gwethalyn Graham and Mavis Gallant, who were among the first to write about Jewish characters for an English-speaking Canadian audience. This course allows students to consider issues related to Canadian identity and culture, ethnic studies, and multiculturalism alongside literary questions.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
307|RELI|Christian Mystics|Based on the study of significant texts, this course offers a historical and sociological exploration of the range of mystical and ecstatic experiences within the Christian tradition. Special consideration is given to the role which gender plays in understanding these experiences.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
322|RELI|Christian Reformers and the Rise of Modernity|This course explores Christianity’s central role in the creation of modernity from the 16th to the 19th centuries, illustrating how this period of unprecedented discovery and change forever altered the shape of the Christian faith. Topics under consideration include European colonialism, Christian missions to the New World, the Protestant Reformation, the birth of the nation state, the Enlightenment, emergence of capitalism, and the rise of modern science.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
308|RELI|Christianity in the United States: History and Practice|This course introduces students to the history of Christianity in the United States, from the 1630s to the present, with an emphasis on the modern period. It traces how the U.S. has become the most religious country in the developed world and explores how Americans understand and practice Christianity. It covers key historical moments and movements, including Puritanism, revivals and awakenings, missions, abolition and slavery, fundamentalism, anti-Communism and Pentecostalism.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
316|RELI|Classical Islam|The course explores the various aspects of Muslim civilization from its initial spread from Arabia to Spain, sub-Saharan Africa, India, and China, up to the age of the Ottoman, Safavid, and Mughal empires in the 16th and 17th centuries. Special attention is given to the emergence of schools of law, theology, philosophy, and mystical orders, as well as the literature, arts, and architecture of diverse Muslim societies.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
305|RELI|Classical Persian Literature|Readings of selected poetry and prose allow students to explore the language, thought, and culture of Iranian civilization. All readings are in English translation; no knowledge of Persian required.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
300|RELI|Cults and New Religious Movements in North America|This course takes a sociological and historical approach towards understanding new religious movements (NRMs), popularly known as “cults.” The course examines the reasons for their controversial status in society, and undertakes a survey of the beliefs, rituals, leadership, membership, recruitment strategies, and social organization of a number of specific NRMs|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
378|RELI|Death and Dying|This course provides a comparative perspective on the variety of conceptions and practices related to death and dying that are found in different world religions. In addition, the course considers how people in contemporary North American society utilize traditional religious concepts and rituals, scientific understandings and medical procedures, or innovative combinations of ideas and practices with which to cope.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
216|RELI|Encountering Religions|This course serves as an introduction to some of the religions of today’s world, and explores several contemporary contexts where people of diverse religious backgrounds come into contact with one another.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
406|RELI|Feminist Hermeneutics and Scripture|This course employs critical feminist approaches to sacred texts with a focus on the rediscovery of women within them. Designed for advanced students able to work with primary sources, this course may consider texts such as Hebrew Bible, New Testament, early Jewish and Christian literature, the Qur’an and Hadith, as well as Hindu and Buddhist writings|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
396|RELI|Food and Religion|This course examines food cultures and food rituals and explores religious meanings and the making of religious identities. The preparing and sharing of food defines religious community and expresses religious values. In looking at food in several world religions, this course focuses on how food can serve as a medium of transmission and transaction, and on the roles that women and men, gods and ancestors, and other beings and forces have in this network.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
405|RELI|Food,Sex and Death in Judaism|Prerequisite: Permission of the Department. This course explores three activities associated with the body — food, sex, and death — as they have been constructed throughout the past 2,000 years of Jewish history. Special attention is given to the cultural contexts in which Jewish practices and attitudes have been shaped, to the relationship between ritual practice and the construction of supernatural worlds, and to the interaction between embodiment and religious experience.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
346|RELI|Gandhi,Colonialism,and Beyond|This course concerns Hindu traditions in the modern world, beginning with the period of colonial British rule in South Asia. Students examine the writings and historical contexts of influential Hindu reformers, intellectuals, and activists, including Ram Mohun Roy, Dayananda Sarasvati, Swamy Vivekananda, the Tagores, V.D. Savarkar, and especially Mahatma Gandhi. Issues of focus include the history of the modern idea of Hinduism, responses to European thought and institutions (including Christianity), Hindu understandings of modernity, social change and reform, religious nationalism, contemporary gurus and their transnational movements, and Hinduism in the diaspora.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
311|RELI|Global Christianity|Christianity’s “centre” has shifted to the global south. This course examines contemporary Christianity in its many forms around the world. It pays special attention to how people, ideas and ministries cross borders and the implications of globalization for Christian practice and theology. Topics covered may include televangelism and media, Internet religion, pilgrimage, immigration, refugees and “transplanted” religion, mega-church networks, post-colonial missions and “reverse” missionaries, Pentacostalism and the rise of African and Asian Independent Churches|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
387|RELI|Goddesses and Religious Images of Women|This comparative survey of female divinity and feminine imagery studies various religious traditions. Among the issues to be explored are the imaging of goddesses as mothers; the conception of forces like fertility, energy, materiality, and knowledge as feminine; the correspondences and relations between goddesses and women; and the contemporary feminist recovery of the Goddess|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
440|RELI|Greco-Roman Religions|This introduction to the religious concepts, practices, and wisdom of ancient India is based on the literature of the Vedic period, including the Upanishads. The course examines the contribution of various aspects of the Vedic tradition to the development of Hinduism, and explores the interaction among religions in the ancient period.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
371|RELI|Health,Healing and Religion|This course examines beliefs about health and healing in various religions and different periods of history. It examines the cultural systems linked to disease, pathology and health, along with ritualistic, meditative, hygienic and other strategies used to deal with sickness. The course explores concepts of health, longevity and the human body in relation to society, nature, and culturally conceived transcendent worlds.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
430|RELI|Hear, See, Taste, Touch: Religion and Material Culture|This course explores the myriad material forms that make faith tangible for Christians and other persons of faith: images and art, devotional and liturgical objects, architecture and sacred space, and mass-produced projects. It explores the importance of practices that incorporate objects like ritual, prayer, liturgy, instruction, and display. It pays close attention to the scholarly and theological debates that result.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
344|RELI|Hindu Myth and Narrative: the Epics and Puranas|This course approaches Hinduism through its narrative literature, especially the great epics (the Mahabharata and Ramayana) and mythological texts (Puranas — the “Ancient Books”). Through stories of gods, devotees, villains, and heroes, the course explores the development of significant themes in the Hindu tradition, from ethics and philosophy to asceticism and devotion. An important focus of the course is the enduring cultural significance of myth and the epics, as retold through the ages in a variety of languages, cultural contexts, and media, including classical and vernacular texts, the oral tradition, drama, dance, and cinema|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
394|RELI|History of Satan: Evil Personified in Judaism and Christianity|This course investigates the origins, development, and significance of Satan in early Judaism and the history of Christianity. Consideration is given to some of the most important literary and visual depictions of this figure from the ancient world through the Middle Ages to present day. The course sheds light on how intellectuals thought of this figure and also how Satan came to play an important role in popular culture down through the centuries|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
410|RELI|Honours Thesis|Prerequisite: Honours standing in Religions and Cultures or Judaic Studies. The student works with an individual faculty member in a particular field of religious or Judaic studies. Students are asked to produce a sustained piece of written work to be read by their advisor and at least one other member of the Department.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
496|RELI|Independent Studies in Religion|Prerequisite: Permission of the Department. The student works with an individual faculty member in a particular field of religious or Judaic studies, as a reading course.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
226|RELI|Introduction to Buddhism|This course introduces students to the diversity of forms of Buddhism that have emerged in history and are practised today. It examines those aspects that are shared in common by Buddhists all over the world, including reverence for the Buddha, support of the monastic order, and adherence to the Buddha’s teachings. The course explores the ways in which these ideals and belie|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
223|RELI|Introduction to Christianity|This course provides an introductory survey of key developments and enduring structures in the historical evolution of Christianity. It examines the variety of expressions of faith embodied in different churches, and traces the ways in which beliefs, institutions, symbols, and rituals have in the past and continue today to carry forward the Christian tradition as a world religion in a variety of cultural contexts|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
225|RELI|Introduction to Hinduism|This course surveys Hinduism in its diverse history, sects, schools of thought, sacred texts, spiritual practices, and contemporary interpretations. Students focus on several prominent dimensions of the tradition, including the Hindu temple, mysticism and metaphysics in the Upanishads, karma and rebirth, dharma (religious duty and the cosmic/social order), moksha (liberation), gender and caste, devotional traditions, and narrative literatures.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
227|RELI|Introduction to Iranian Civilization|Iran has played a central role in world history, giving rise to Zoroastrianism, Manichaeism, and the Baha’i faith, as well as numerous minor sects. Iranian culture has also played a major role in informing and transforming Judaism, Christianity, Buddhism and Islam. This course covers the long history of Iranian civilization and its influence on peoples from the Mediterranean world to South and East Asia in the realms of religion, literature, architecture, and the arts.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
224|RELI|Introduction to Islam|This course explores the religious tradition of Islam through the beliefs and practices of the vast number of Muslims scattered throughout the world — in the Middle East, South and Southeast Asia, North America, and other places. It examines the scriptures and common rituals or “pillars” of the religion, as well as expressions of life and culture in the past and present such as the law (shariah), mystical orders, and the arts.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
220|RELI|Introduction to Judaism|This course examines the continuities and changes in Jewish society, institutions, concepts, and traditions from ancient times to the present. It also provides an introduction to Jewish practice and belief in its contemporary diversity, including a survey of the rituals, symbols, and ceremonies of Jews today.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
373|RELI|Introduction to Mysticism|This course examines the concepts of mysticism articulated by contemporary scholarship. It then looks at mystical texts and experiences from a variety of religious traditions both comparatively and with respect to their position within the dynamic of their own traditions|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
233|RELI|Introduction to Women and Religion|This introduction to the particular problems and issues in the study of women and religion uses case studies from various religious traditions. The course presents a survey of the different levels of participation, the complex ritual activities, and the intriguing divine imagery associated with women that are found in many religious traditions. Questions pertaining to the contemporary feminist discourse on such topics as witchcraft, matriarchy, and goddess religions are also explored.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
329|RELI|Israel: Religion and State|This course studies the emergence and development of the state of Israel, from the beginnings of the Zionist movement to the present time. It also explores the major political, social, and intellectual developments in both the pre- and post-state periods. The role of Judaism within the changing state is a primary focus|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
363|RELI|Jainism|This course provides an introduction to the religious culture of the Jain community. The early history of the Jain tradition in India is explored through a consideration of the life stories of the great teachers of the tradition, of the classical systems of Jain philosophy, cosmology and ethics, and of the rich traditions of Jain narrative literature and art. Contemporary Jainism, including the religious practices of monks, nuns, laymen, and laywomen, and the contemporary relevance of Jainism’s central precept of universal non-violence (ahimsa) are also studied.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
351|RELI|Jewish Eastern Europe|This course takes into account the arrival of large numbers of Western European Jews in Poland and the Russian empire; the rise of Chasidism; the pre-World War II Yiddish cultural ferment; and political parties. The course focuses on recent developments: the rise of tourism to Eastern Europe; the historical, educational and memorial challenges associated with a reclamation of identity; and contemporary musical, religious and literary expressions.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
231|RELI|Jews and Food|This course introduces students to the link between Jews and food. It explores the interrelationship between sacred texts, cookbooks, film, fiction, and current theories on ethnic “foodways.” The study of foodways is a growing field that yields insight into the patterns of group formation, cultural development and communal identity. Judaism provides a good case study of these variables.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
336|RELI|Jews in Arab Lands|This course studies the social and religious life of the diverse communities of Jews in Arab lands. Topics may include Jewish life under Islam; the experience of expulsions and dispersions; North African and Middle Eastern Jewish traditions; Sephardi life in the Americas, Europe, and Israel. In addition, some of the philosophical, Halakhic, biblical, and mystical works of Sephardi Jews are examined.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
230|RELI|Judaism and Popular Culture|This course explores examples of American popular culture — film, television, comedy, graphic novels — from the early-20th to the early-21st century that touch on Jews and Judaism. The course reveals ways in which Judaism has developed in the past century and the nature of a uniquely Jewish current that has developed a life of its own in the sphere of popular culture.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
312|RELI|Justice and Social Conflict in a Globalized World|This course considers ethical issues arising in the context of social, legal, and political relations. These issues are discussed in relation to both traditional and contemporary moral perspectives, both religious and non-religious. Topics covered typically include discussions of social and economic inequality, welfare, poverty, just punishment, business ethics, public ethics, economic development, and sustainable development.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
397|RELI|Kabbalah and Jewish Mysticism|This survey of kabbala, the Jewish mystical tradition, places emphasis on the study of representative Jewish mystical texts and socio-historical context for the developing mystical traditions. It includes the development of the messianic idea, Merkava mysticism, Hasidei Ashkenaz, Kabbalah, Sabbatianism, and Hasidism. The current popularity of Kabbalah is also addressed.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
325|RELI|Leaders,Rebels and Saints|This course, which varies in focus from year to year, investigates the lives of controversial or influential women and men in the history of different religious traditions. Going beyond mere biography, the course situates particular figures within their social and cultural contexts, while dealing with how such prominent figures were viewed, portrayed, and used by others. Specific topics for this course are stated in the Undergraduate Class Schedule; examples are Moses, Jesus and Mar|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
331|RELI|Literature and the Holocaust|Religious, historical, literary, and political contexts have been applied to come to terms with the events of the Holocaust. All of these are relevant as students read important and provocative novels dealing with such issues as ethics, the relationship between art and history, the use of humour and popular cultural forms, as well as the way that storytelling helps direct our understanding of events that are often said to be incomprehensible. The wider impact of fiction dealing with the Holocaust on the popular media, including film, CD-ROMs, video, and news reporting, is also considered.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
327|RELI|Medieval Jewish Thought and Institutions|This course examines the intellectual, religious, and social history of selected Jewish communities during the Middle Ages. Both internal Jewish developments and changing Jewish relations with their non-Jewish neighbours are considered.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
409|RELI|Methodology and the Study of Religion|Prerequisite: Permission of the Department.This course examines the various methodological approaches that inform the comparative study of religion. Questions investigated pertain to the collection and interpretation of evidence, the types of resources available and techniques used, the complex differences between men’s and women’s religious experiences and expressions, as well as the impact of significant theoretical approaches on the analysis of religion|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
319|RELI|Modern Islam|This course surveys some of the questions raised by modernity for Muslims and the various responses Muslims have sought to formulate and put into practice. Issues addressed may include government, law, gender, relations with the West, and religious authority.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
328|RELI|Modern Judaism|This course surveys the major historical events, sociological and political forces, and intellectual currents which shaped Judaism in the modern period as well as the ways that Jewish communities responded to these forces. Among the topics explored are Emancipation, forms of religious adjustment, anti-semitism, the experience of Jewish communities in Russia and North America, the Holocaust, and Zionism and the state of Israel.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
315|RELI|Muslim Cultures in Southern Asia|About one-third of the world’s Muslims live in India, Pakistan, or Bangladesh, making Southern Asia the world region with the largest proportion of Muslims. Yet many aspects of Muslim belief and practice in these countries have a distinctively South Asian flavour and in some cases derive from regional cultural traditions. This course looks at the history of Muslim presence in Southern Asia, including its extensive political and cultural impact from the seventh century to the present, and investigates the complexities of communal identity over the course of that history. The role of Sufism and Muslim contributions to South Asian literature, art, architecture, and music are also explored.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
324|RELI|On the Margins of Christianity|This course examines marginal forms of Christianity that have found themselves ignored, excluded, or suppressed by more mainstream Christian groups and institutions. Topics may include “heretical,” apocalyptic, millenarian, and charismatic movements. The course considers the practices, self-understanding, and worldviews of marginal forms of Christianity within their particular cultural, political, and historical contexts.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
379|RELI|Philosophy of Religion|This course introduces students to some classical and contemporary discussions in the field of philosophy of religion. It explores such topics as the nature of religion, religious experience, faith and reason, religious language, religion and science, religious diversity, and religion and morality. It examines in what ways comparative philosophy of religion and feminist philosophy of religion challenge the very nature, parameters, and traditional questions of philosophy of religion as a whole.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-270.html#courses
